image_name,tags,smiles,Col3
pics/1522,antiinfective antiinflammatory,CN(C)CCCO[C@H]1[C@@H](C(O)CO)O[C@@H]2OC(C)(C)O[C@H]12,"['antiinfective', 'antiinflammatory']"
pics/1523,cardio,CCc1cccc(NC(=O)Cn2cc(C(=O)O)ccc2=O)c1,['cardio']
pics/1524,antiinfective,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,['antiinfective']
pics/1525,antineoplastic,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,['antineoplastic']
pics/1526,antiinflammatory,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,['antiinflammatory']
pics/1527,cns,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1.COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@H]12,['cns']
pics/1528,dermatologic,COC1=C2CC(C)=c3c(C(C)=O)c(OC)c(O)c4c3c2c2c(cc(OC)c3c(OC)cc(O)c4c32)C(=O)C1=O,['dermatologic']
pics/1529,antiinflammatory,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@@]21C,['antiinflammatory']
pics/1530,antiinflammatory,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1,['antiinflammatory']
pics/1531,cardio,CN(C)c1ccc(/C=C/c2cccc[n+]2C)cc1,['cardio']
pics/1532,cns,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,['cns']
pics/1533,gastrointestinal,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1.O=C(O)CC(O)(CC(=O)O)C(=O)O,['gastrointestinal']
pics/1534,respiratorysystem cardio,CNC[C@@H](O)c1ccc(O)c(O)c1,"['respiratorysystem', 'cardio']"
pics/1535,cns,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,['cns']
pics/1536,antiinfective,O=c1ncnc2n(C3OC(CO)C(O)C3O)[nH]cc1-2,['antiinfective']
pics/1537,antiinfective antineoplastic,CCC(/C=C/C1OC(=O)C=CC1C)=C\C(C)C/C=C/C(C)=C/C(C)C(=O)C(C)C(O)C(C)C/C(C)=C/C(=O)O,"['antiinfective', 'antineoplastic']"
pics/1538,gastrointestinal,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,['gastrointestinal']
pics/1539,dermatologic,C=C1/C(=C\C=C2\CCCC3(C)[C@H]2CC[C@@H]3[C@H](C)C=C[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,['dermatologic']
pics/1540,reproductivecontrol,CCCCC[C@](C)(O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,['reproductivecontrol']
pics/1541,antiinfective,CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,['antiinfective']
pics/1542,cardio,CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,['cardio']
pics/1543,antineoplastic,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,['antineoplastic']
pics/1544,antiinfective,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)C2O[C@H](SC)[C@@H](O)[C@@H](O)[C@H]2O)N(C)C1,['antiinfective']
pics/1545,cardio,O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21,['cardio']
pics/1546,antineoplastic,O=Nc1ccc2oc(=O)ccc2c1,['antineoplastic']
pics/1547,cns respiratorysystem,COc1ccc2c(c1)[C@]13CCCC[C@H]1[C@H](C2)N(C)CC3,"['cns', 'respiratorysystem']"
pics/1548,antiinflammatory,O=C(O)Cc1cccc(-c2ccccc2)c1,['antiinflammatory']
pics/1549,antineoplastic,C=C(C)[C@H]1CC=C(CO)CC1,['antineoplastic']
pics/1550,cns respiratorysystem,CCN(CC)CCc1nc(-c2ccccc2)no1.O=C(O)CC(O)(CC(=O)O)C(=O)O,"['cns', 'respiratorysystem']"
pics/1551,cns,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,['cns']
pics/1552,antiinfective,O=C(O)COc1ccccc1/C=N\NC(=O)c1ccncc1,['antiinfective']
pics/1553,antiinflammatory,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,['antiinflammatory']
pics/1554,cns,N[C@@]1(C(=O)O)CC[C@H](C(=O)O)C1,['cns']
pics/1555,hematologic cardio,COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1,"['hematologic', 'cardio']"
pics/1556,gastrointestinal,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)CN)C(=O)N[C@H](C(=O)O)C(C)C,['gastrointestinal']
pics/1557,antiinfective,CNC(=O)CC1NC(=O)c2nc(sc2COC)C(C(C)C)NC(=O)c2csc(n2)-c2ccc(-c3nc(C4=NC(C(=O)N5CCCC5C(N)=O)CO4)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc1sc2C,['antiinfective']
pics/1558,cardio,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,['cardio']
pics/1559,antiinfective,O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,['antiinfective']
pics/1560,antineoplastic,N[C@@H](Cc1ccc(O)cn1)C(=O)O,['antineoplastic']
pics/1561,antineoplastic,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(C)=O)[C@@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,['antineoplastic']
pics/1562,cns antiinflammatory,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,"['cns', 'antiinflammatory']"
pics/1563,hematologic cardio,CC#CCC(C)C(O)/C=C/C1C(O)CC2Oc3c(CCCC(=O)[O-])cccc3C21,"['hematologic', 'cardio']"
pics/1564,antiinfective,C=C(C)C(=O)/C(=C\C(=O)O)OC,['antiinfective']
pics/1565,antineoplastic,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,['antineoplastic']
pics/1566,cns,CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1,['cns']
pics/1567,antiinfective,COc1c(O)cc([C@H]2Oc3c(c(O)cc(O)c3[C@H]3c4c(O)cc(O)cc4O[C@H](c4ccc(O)cc4)[C@@H]3O)C[C@H]2O)cc1O,['antiinfective']
pics/1568,cardio,Cn1cc(OCC(O)C[NH2+]C(C)(C)C)c2ccccc2c1=O,['cardio']
pics/1569,cns antiinfective,CO[C@H]1C[C@H](OC2[C@H](C)O[C@@H](OC3/C(C)=C/CC4CC(C[C@]5(C=CC(C)C(C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)C5OC/C(=C\C=C\C3C)C54O)C[C@@H]2OC)O[C@@H](C)C1O,"['cns', 'antiinfective']"
pics/1570,antiinfective,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.COS(=O)(=O)[O-],['antiinfective']
pics/1571,antiinfective,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)c(Cl)c1,['antiinfective']
pics/1572,cns,CCOC(=O)c1ncc2[nH]c3cccc(OCc4ccccc4)c3c2c1COC,['cns']
pics/1573,antiinfective,CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1,['antiinfective']
pics/1574,hematologic,CN1CC(O)C2=C/C(=N/NC(N)=O)C(=O)C=C21,['hematologic']
pics/1575,antiinfective,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]([C@H](C=O)NC(=O)C[C@H](O)CCCCCCCCCCC)[C@H](OP(=O)(O)O)[C@H](O)CO,['antiinfective']
pics/1576,lipidregulating cardio,O=C(O)c1cccnc1,"['lipidregulating', 'cardio']"
pics/1577,antiinfective,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)C3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)[nH]c1=O,['antiinfective']
pics/1578,antineoplastic,CC(C)Cn1cnc2c(N)nc3ccccc3c21,['antineoplastic']
pics/1579,antiinfective,CO[C@@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C)CC2)C(=C4O)NC(=O)/C(C)=C/C=C/[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](OC(C)=O)[C@H]1C,['antiinfective']
pics/1580,antiinfective antineoplastic,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,"['antiinfective', 'antineoplastic']"
pics/1581,hematologic,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,['hematologic']
pics/1582,cns,O=C1/C(=C\c2ccccc2)C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,['cns']
pics/1583,antiinfective,C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@@H]12,['antiinfective']
pics/1584,antineoplastic,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N3CCOCC3)[C@H](O)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1O)C(=O)c1cccc(O)c1C3=O,['antineoplastic']
pics/1585,lipidregulating,O=C1CC(O)CC(C=Cc2c(C3CC3)nc3ccccc3c2-c2ccc(F)cc2)O1,['lipidregulating']
pics/1586,antiinfective,CN[C@H]1[C@H](C)O[C@H](O[C@H]2c3cc(C)c(C(=O)N[C@H](C)C(=O)O)c(O)c3-c3c(cc4c(c3O)C(=O)c3cc(OC)cc(O)c3C4=O)[C@H]2O)[C@H](O)[C@H]1O[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O,['antiinfective']
pics/1587,gastrointestinal,CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,['gastrointestinal']
pics/1588,cardio,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,['cardio']
pics/1589,antiinfective,Cn1cc(NC(=O)c2cc(N=C(N)CN=C(N)N)cn2C)cc1C(=O)NCCC(N)=O,['antiinfective']
pics/1590,respiratorysystem antiinflammatory,C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(Cl)[C@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO,"['respiratorysystem', 'antiinflammatory']"
pics/1591,gastrointestinal dermatologic,NC(=O)NC1N=C(O[Al])NC1=O,"['gastrointestinal', 'dermatologic']"
pics/1592,urological,O=CC#CC#CO,['urological']
pics/1593,hematologic cardio,CC1CC(=O)NN=C1c1ccc(-n2ccnc2)cc1,"['hematologic', 'cardio']"
pics/1594,antiinfective,C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,['antiinfective']
pics/1595,antiinfective cardio,O=C1CCC[C@@H]2[C@H]3CCC[N+]4([O-])CCC[C@@H](CN12)[C@@H]34,"['antiinfective', 'cardio']"
pics/1596,cns,CCCC(C)C1(CC)C(=O)[N-]C(=O)NC1=O,['cns']
pics/1597,cns,CC[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(CC)CCN2Cc1ccoc1,['cns']
pics/1598,antiinfective,CC1(C)S[C@@H]2[C@@H](NC(=O)C(N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)[O-],['antiinfective']
pics/1599,antiinfective,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CSC12)c1csc(N)n1,['antiinfective']
pics/1600,gastrointestinal cardio antiinflammatory,CN1[C@H]2CC(O)[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,"['gastrointestinal', 'cardio', 'antiinflammatory']"
pics/1601,antineoplastic,O=C1N[C@@H](Cc2ccccc2)C(=O)N2CCCC[C@@H]2C(=O)N[C@@H](CCCCCC(=O)[C@@H]2CO2)C(=O)N[C@H]1Cc1ccccc1,['antineoplastic']
pics/1602,cns,N[C@]1(C(=O)O)CC[C@H](C(=O)O)C1,['cns']
pics/1603,antiinfective,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(C(O)CCN)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,['antiinfective']
pics/1604,dermatologic,S=[Se],['dermatologic']
pics/1605,gastrointestinal cns,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,"['gastrointestinal', 'cns']"
pics/1606,antiinfective,CN(CCC(N)CC(=O)NC1C=CC(n2ccc(N)nc2=O)OC1C(=O)O)C(=N)N,['antiinfective']
pics/1607,antiinfective,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,['antiinfective']
pics/1608,antiinfective,CO[C@@]1(NC(=O)CSC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21,['antiinfective']
pics/1609,cns cardio,CN(c1nc2ccccc2s1)C1CCN(C[C@H](O)COc2ccc(F)c(F)c2)CC1,"['cns', 'cardio']"
pics/1610,dermatologic antiinfective,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,"['dermatologic', 'antiinfective']"
pics/1611,antineoplastic,Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,['antineoplastic']
pics/1612,antiinfective,COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(=CNN2CCN(C3CCCC3)CC2)C(=C4O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,['antiinfective']
pics/1613,lipidregulating,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,['lipidregulating']
pics/1614,antiinfective,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,['antiinfective']
pics/1615,antiinfective,Nc1cc([As]=[As]c2ccc(O)c(N)c2)ccc1O,['antiinfective']
pics/1616,antineoplastic,CO[C@H]1[C@@H](N(C)C(=O)c2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,['antineoplastic']
pics/1617,cns,COc1cccc([C@@]2(O)CCCC[C@H]2CN(C)C)c1,['cns']
pics/1618,lipidregulating,CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,['lipidregulating']
pics/1619,cardio,CCN(CC)N([O-])N=O,['cardio']
pics/1620,cardio,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,['cardio']
pics/1621,antiinfective,CCCN1C[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@H]1C,['antiinfective']
pics/1622,antiinfective,CNC(=O)[C@@H](C)[C@H]1C(=O)/C(=C(O)/C=C/C(C)=C/[C@@H](C)[C@H]2O[C@@]3(C)O[C@H](C=C[C@@]34CO4)[C@@H]2C)C(=O)N1[C@@H]1CC[C@H](O)[C@H](C)O1,['antiinfective']
pics/1623,antiinfective,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=CCS[C@@H]12)c1csc(N)n1,['antiinfective']
pics/1624,antineoplastic,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,['antineoplastic']
pics/1625,antineoplastic,COC1=C(OC)C(=O)/C(=C2/C(C)=C(C(=O)O)NC(c3ccc4c(n3)C(=O)C(N)=C(OC)C4=O)=C2N)C=C1,['antineoplastic']
pics/1626,antiinfective,CCCCCCCCCCCc1ccc(/C=c2\[nH]c(=C3C=CC=N3)cc2OC)[nH]1,['antiinfective']
pics/1627,antiinfective,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,['antiinfective']
pics/1628,cardio,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,['cardio']
pics/1629,antineoplastic,OC[C@H]1OC(n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O,['antineoplastic']
pics/1630,antiinfective,C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,['antiinfective']
pics/1631,antiinfective antineoplastic,CO[C@H]1C=CC=C(C)C(=O)NC2=CC(=O)C=C(C2=O)[C@H](OC)[C@@H](C)C[C@H](OC)[C@H](OC)[C@@H](C)C=C(C)[C@@H]1OC(N)=O,"['antiinfective', 'antineoplastic']"
pics/1632,cardio,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,['cardio']
pics/1633,reproductivecontrol,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,['reproductivecontrol']
pics/1634,cns,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,['cns']
pics/1635,reproductivecontrol,CCCCCC(C)(O)/C=C/C1C(O)CC(O)C1C/C=C/CCCC(=O)O,['reproductivecontrol']
pics/1636,antiinflammatory,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],['antiinflammatory']
pics/1637,cns cardio,O=C([O-])CC[N+](=O)[O-],"['cns', 'cardio']"
pics/1638,antiinfective,Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1.O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,['antiinfective']
pics/1639,antiinfective,CN(C)[C@@H]1C(=O)C(C(=O)NCN2CCCC2)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.CN(C)[C@@H]1C(=O)C(C(=O)NCN2CCCC2)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,['antiinfective']
pics/1640,cns,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,['cns']
pics/1641,antiinfective,Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1,['antiinfective']
pics/1642,antineoplastic,COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,['antineoplastic']
pics/1643,lipidregulating,O=C1O[C@H]([C@@H](O)CO)C(O)=C1OS(=O)(=O)O,['lipidregulating']
pics/1644,respiratorysystem,CC(C)(SCN1CCCCC1)C(=O)O,['respiratorysystem']
pics/1645,dermatologic,CCCC(=O)O[C@]1(C(=O)CO)CCC2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C,['dermatologic']
pics/1646,antiinfective antineoplastic,C[C@H](N)C(=O)N[C@@H](C)C(=O)NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,"['antiinfective', 'antineoplastic']"
pics/1647,respiratorysystem,C1CNCCN1.C1CNCCN1.C1CNCCN1.C1CNCCN1.C1CNCCN1.C1CNCCN1.C1CNCCN1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,['respiratorysystem']
pics/1648,cardio,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,['cardio']
pics/1649,antiinfective,OC[C@H]1NC(O)[C@H](O)[C@@H](O)[C@@H]1O,['antiinfective']
pics/1650,antiinfective,CC1=C[C@H]2C(=O)O[C@H]3C[C@@H](C/C=C(\C)CC(C)C=CC=C4CO[C@H](C1O)[C@@]42O)O[C@@]1(CC[C@H](C)[C@@H](C)O1)C3,['antiinfective']
pics/1651,cardio,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)C32,['cardio']
pics/1652,cns,Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,['cns']
pics/1653,antineoplastic,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,['antineoplastic']
pics/1654,antiinflammatory,CC(=O)OCC(=O)[C@@]1(O)CCC2C3C[C@H](C)C4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,['antiinflammatory']
pics/1655,gastrointestinal antiinfective,C=C1CCO[C@@]2([C@H](O)[C@](C)(O)CO)NC(=O)[C@]1(O)NC2=O,"['gastrointestinal', 'antiinfective']"
pics/1656,antineoplastic,C[Se]C[C@H](N)C(=O)O,['antineoplastic']
pics/1657,cns,O=C(/C=C/c1ccc(Cl)cc1)N[C@]12CCC(=O)[C@H]3Oc4c(O)ccc5c4[C@]31CCN(CC1CC1)[C@H]2C5,['cns']
pics/1658,cardio,CC(C)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(Cc1cnc[nH]1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,['cardio']
pics/1659,antineoplastic,C=C(C)[C@@]12OC3(c4ccccc4)OC1C1C4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)/C=C/C=C/c1ccccc1,['antineoplastic']
pics/1660,reproductivecontrol,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,['reproductivecontrol']
pics/1661,antiinfective,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,['antiinfective']
pics/1662,cardio,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,['cardio']
pics/1663,cns,CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CCN(C2)[C@@H]13,['cns']
pics/1664,cns,C=C(C)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@@]2(O)[C@]14C.CC(C)(O)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@@]2(O)[C@]14C,['cns']
pics/1665,antineoplastic antiinflammatory,COc1cc(/C=C2/C(C)=C(CC(=O)NCc3ccccc3)c3cc(F)ccc32)cc(OC)c1OC,"['antineoplastic', 'antiinflammatory']"
pics/1666,antineoplastic,CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1,['antineoplastic']
pics/1667,hematologic,COc1ccc(NC(=S)N2CCc3c(sc4c3C(c3ccccc3Cl)=NCc3nnc(C)n3-4)C2)cc1,['hematologic']
pics/1668,cardio,CCC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,['cardio']
pics/1669,antineoplastic,O[C@@H]1[C@H](O)CN2CCC[C@@H](O)[C@H]12,['antineoplastic']
pics/1670,antiinfective,NC(=O)NC12CC3CC(CC(C3)C1)C2,['antiinfective']
pics/1671,antiinfective,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,['antiinfective']
pics/1672,antineoplastic,O=c1[nH]c2sccc2c2ccccc12,['antineoplastic']
pics/1673,hematologic cardio,C[C@@H]1C(=O)O[C@H]2[C@@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O,"['hematologic', 'cardio']"
pics/1674,cns,CCC(=O)O[C@@]1(c2ccccc2)C[C@H](C)N(C)C[C@H]1C,['cns']
pics/1675,cardio,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,['cardio']
pics/1676,gastrointestinal cns,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.[H+],"['gastrointestinal', 'cns']"
